"feature.name","database.ID","database","database.version"
"pantothenate",16454,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"pipecolate",36110,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-ureidopropionate",18261,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-acetylleucine",17786,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-acetylvaline",21565,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"erucate (22:1n9)",32393,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"bilirubin (Z,Z)",16990,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"thyroxine",30660,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"gamma-glutamyltyrosine",82969,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"alpha-tocopherol",22470,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-acetylalanine",40992,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"vanillylmandelate (VMA)",27622,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"4-acetamidobutanoate",11951,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-aminoisobutyrate",49096,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"ursodeoxycholate",78604,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"oleoyl ethanolamide",71466,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"4-hydroxyphenylpyruvate",36242,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-acetylneuraminate",35418,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-acetylglucosaminylasparagine",17261,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"acetoacetate",13705,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"creatine",16919,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"estrone 3-sulfate",17474,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"dihomo-linoleate (20:2n6)",88670,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"gamma-glutamylhistidine",133032,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2-hydroxystearate",76724,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"choline",15354,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"gamma-glutamylleucine",133038,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-methoxytyrosine",172453,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"fluoxetine",5118,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"4-acetamidophenol",46195,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"naproxen",7476,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"beta-hydroxyisovalerate",82957,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"ibuprofen",5855,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"palmitoyl ethanolamide",71464,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-palmitoyl-sphingosine (d18:1/16:0)",72959,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"stearoyl sphingomyelin (d18:1/18:0)",83358,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"glycochenodeoxycholate",36252,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"taurochenodeoxycholate",9407,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"taurocholate",36257,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"taurodeoxycholate",36261,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2-hydroxyhippurate (salicylurate)",132923,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"metoprolol",6904,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"4-acetaminophen sulfate",32635,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"methylsuccinate",132961,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"ethylmalonate",132938,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"carnitine",17126,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"benzoate",16150,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-phenylpropionate (hydrocinnamate)",51057,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"phenylacetate",18401,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"hippurate",132966,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"xanthurenate",71201,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-methyl-2-oxovalerate",28654,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"methionine sulfoxide",49033,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-methylhistidine",70959,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"5-hydroxylysine",60175,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"4-guanidinobutanoate",86392,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"glucuronate",24297,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"imidazole lactate",24773,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"kynurenine",28683,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"glycerophosphorylcholine (GPC)",135063,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"maltotriose",61993,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"xanthosine",18107,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"ribitol",15963,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"glycodeoxycholate",82982,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"theophylline",28177,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"quinate",26490,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"theobromine",28946,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"gentisate",58044,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"paraxanthine",25858,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"indolelactate",17282,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-indoxyl sulfate",43355,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"gamma-glutamylphenylalanine",82966,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"4-methyl-2-oxopentanoate",17865,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"1,5-anhydroglucitol (1,5-AG)",16070,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"1-palmityl-GPC (O-16:0)",64496,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"sphingosine 1-phosphate",37550,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"1-myristoyl-2-palmitoyl-GPC (14:0/16:0)",75062,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"alpha-hydroxyisocaproate",133577,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"maleate",132951,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2-hydroxyoctanoate",133514,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"levulinate (4-oxovalerate)",39150,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-hydroxyoctanoate",133511,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"phenyllactate (PLA)",8100,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"palmitoylcarnitine (C16)",73067,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"hexanoylcarnitine (C6)",70749,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"theanine",58128,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"dehydroepiandrosterone sulfate (DHEA-S)",16814,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"acetylcarnitine (C2)",73024,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"tartronate (hydroxymalonate)",17649,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"oxalate (ethanedioate)",30623,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"erythritol",17113,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"saccharin",32111,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-hydroxymyristate",84197,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"iminodiacetate (IDA)",24785,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"1-oleoylglycerol (18:1)",75342,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-methyl-2-oxobutyrate",11851,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"homoarginine",27747,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"homocitrulline",58148,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"pyroglutamylglutamine",88956,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"bradykinin",3165,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2-linoleoylglycerol (18:2)",75457,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-hydroxydecanoate",132979,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"EDTA",64755,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-acetylglycine",40410,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"ribonate",33527,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"threonate",15243,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"1-methylhistidine",70958,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"isobutyrylcarnitine (C4)",73017,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"glycolithocholate",60008,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"androsterone sulfate",83037,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"indolepropionate",82916,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-(2-furoyl)glycine",82912,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"trigonelline (N'-methylnicotinate)",18123,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"dodecanedioate (C12-DC)",76273,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-acetyltyrosine",68561,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-methylxanthine",62205,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-hydroxylaurate",76616,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"pyridoxate",132948,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"gamma-glutamylvaline",68848,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"pyroglutamylvaline",132991,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-hydroxysebacate",132934,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"5-hydroxyhexanoate",132985,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"propionylglycine",89836,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2-hydroxyadipate",17023,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"propionylcarnitine (C3)",28867,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"pro-hydroxy-pro",133733,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-hydroxy-2-ethylpropionate",82955,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)",82986,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"docosadienoate (22:2n6)",145970,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"adrenate (22:4n6)",77225,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"10-undecenoate (11:1n1)",83041,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"myristoleate (14:1n5)",32370,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"4-imidazoleacetate",16974,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"1-methyl-4-imidazoleacetate",132918,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"stearidonate (18:4n3)",77222,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"5-dodecenoate (12:1n7)",83046,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"bradykinin, hydroxy-pro(3)",133051,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"octanoylcarnitine (C8)",73039,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"tauro-beta-muricholate",133064,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"decanoylcarnitine (C10)",68830,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-acetylglutamine",73685,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-acetyltryptophan",70976,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-acetylphenylalanine",21626,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"gamma-glutamyl-epsilon-lysine",88494,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"piperine",28821,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"campesterol",28623,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"myristoylcarnitine (C14)",84634,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-acetylisoleucine",84056,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"10-nonadecenoate (19:1n9)",83052,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"10-heptadecenoate (17:1n7)",133736,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"epiandrosterone sulfate",83040,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-acetylhistidine",86910,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"gamma-glutamyltryptophan",133028,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"stachydrine",35280,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"alpha-hydroxyisovalerate",64669,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"hydroxybupropion",166487,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"gamma-glutamylthreonine",82968,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"p-cresol sulfate",82914,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"pioglitazone",8228,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"7-methylxanthine",48991,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"1,3,7-trimethylurate",132940,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"5-acetylamino-6-formylamino-3-methyluracil",32643,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"5-acetylamino-6-amino-3-methyluracil",80473,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"1-methylxanthine",68443,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N1-methylinosine",19065,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N2,N2-dimethylguanosine",181550,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N6-carbamoylthreonyladenosine",21440,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"orotidine",25722,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"4-hydroxyhippurate",133613,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"isovalerylglycine",70984,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"nicotinurate",7563,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"7-methylguanine",2274,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-methylcytidine",20129,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2-methylbutyrylcarnitine (C5)",73026,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"phenol sulfate",27905,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"malonylcarnitine",73028,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"hexanoylglycine",64390,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2-hydroxy-3-methylvalerate",89228,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"testosterone sulfate",84094,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"1-palmitoyl-GPE (16:0)",73004,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N-acetylcitrulline",49006,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"2-hydroxypalmitate",65097,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"isobutyrylglycine",70979,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"glutarylcarnitine (C5-DC)",82952,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"tiglylcarnitine (C5:1-DC)",71179,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"hydroquinone sulfate",71062,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"catechol sulfate",68505,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"tetradecanedioate (C14-DC)",76281,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"hexadecanedioate (C16-DC)",76276,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"glycerophosphoethanolamine",36314,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"3-(3-hydroxyphenyl)propionate",57277,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"ectoine",27592,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"deoxycarnitine",16244,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"N6-succinyladenosine",183825,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
"leucylleucine",73531,"https://www.ebi.ac.uk/chebi/","ChEBI Release 211"
